00572|Сегодня вновь происходили стычки, в ходе которых, как сообщается, было много жертв.|Сегодня вновь происходили стычки, в ходе которых, как сообщается, было много жертв.
00573|Мексика указала, что реальная работа проходит в других местах.|Мексика указала, что реальная работа проходит в других местах.
00574|В этом контексте региональное сотрудничество является весьма актуальным.|В этом контексте региональное сотрудничество является весьма актуальным.
00575|Быстро осознав дилемму, правитель согласился с предложением.|Быстро осознав дилемму, правитель согласился с предложением.
00576|Он считал, что его задвинули, что оттуда выхода нет|Он считал, что его задвинули, что оттуда выхода нет
00577|Проводится заносимое в отчет о заседании голосование.|Проводится заносимое в отчет о заседании голосование.
00578|Вот уже три месяца, как командир бронедивизиона полковник Александров не был дома.|Вот уже три месяца, как командир бронедивизиона полковник Александров не был дома.
00579|Вместе с тем, израильские самолеты практически ежедневно вторгаются в ливанское воздушное пространство.|Вместе с тем, израильские самолеты практически ежедневно вторгаются в ливанское воздушное пространство.
00580|А сейчас слово имеет представитель Нидерландов.|А сейчас слово имеет представитель Нидерландов.
00581|Ну и что же?|Ну и что же?
00582|Более того, хотелось бы обратить внимание на следующие обстоятельства.|Более того, хотелось бы обратить внимание на следующие обстоятельства.
00583|Понятно, что одним из важнейших элементов борьбы с пиратством является прекращение безнаказанности.|Понятно, что одним из важнейших элементов борьбы с пиратством является прекращение безнаказанности.
00584|Я бы сказал совершено откровенно, что такую политическую волю трудно обеспечить в Гаити.|Я бы сказал совершено откровенно, что такую политическую волю трудно обеспечить в Гаити.
00585|В последнее время разобщенность отмечается на многих направлениях работы Совета.|В последнее время разобщенность отмечается на многих направлениях работы Совета.
00586|Гаити находится на перепутье - весьма интересном и важном этапе для ее существования.|Гаити находится на перепутье - весьма интересном и важном этапе для ее существования.
00587|Первой проблемой было то, что я не ощущал габариты машины.|Первой проблемой было то, что я не ощущал габариты машины.
00588|Моя делегация рада тому, что Конференция приняла свой годовой доклад.|Моя делегация рада тому, что Конференция приняла свой годовой доклад.
00589|"Впоследствии доктор Брадоль охарактеризовал распространяемые определенными кругами обвинения в геноциде как ""явный политический оппортунизм""."|"Впоследствии доктор Брадоль охарактеризовал распространяемые определенными кругами обвинения в геноциде как ""явный политический оппортунизм""."
00590|Большая пустая комната, в которой он не жил.|Большая пустая комната, в которой он не жил.
00591|Он был очень страшный.|Он был очень страшный.
00592|Ни одно из государств-членов не получило того, чего добивалось.|Ни одно из государств-членов не получило того, чего добивалось.
00593|Приверженность Испании гаитянскому народу является твердой и соответствует ценностям, которые мы проповедуем.|Приверженность Испании гаитянскому народу является твердой и соответствует ценностям, которые мы проповедуем.
00594|Алжирская делегация хотела бы поделиться двумя основными тезисами по теме, которая является предметом дискуссии.|Алжирская делегация хотела бы поделиться двумя основными тезисами по теме, которая является предметом дискуссии.
00595|– Нет, будет! – крикнул Фигура и ударил Гейку по щеке.|– Нет, будет! – крикнул Фигура и ударил Гейку по щеке.
00596|В августе Организация Объединенных Наций стала жертвой роста насилия.|В августе Организация Объединенных Наций стала жертвой роста насилия.
00597|И наконец, позвольте мне кратко отреагировать еще на одну проблему.|И наконец, позвольте мне кратко отреагировать еще на одну проблему.
00598|У нас получится хорошо.|У нас получится хорошо.
00599|Она была не вправе.|Она была не вправе.
00600|Усилия, нацеленные на примирение, должны прилагаться Советом и пользоваться его поддержкой.|Усилия, нацеленные на примирение, должны прилагаться Советом и пользоваться его поддержкой.
00601|Во-вторых, безопасность взаимосвязана с развитием.|Во-вторых, безопасность взаимосвязана с развитием.
00602|А мне папа велел…|А мне папа велел…
00603|Нет никакого сомнения, что сирийские власти несут огромную долю ответственности за происходящее.|Нет никакого сомнения, что сирийские власти несут огромную долю ответственности за происходящее.
00604|Сомали переживает критический момент в своей истории.|Сомали переживает критический момент в своей истории.
00605|Даже если они его возненавидят, что-то в их сознании сдвинется.|Даже если они его возненавидят, что-то в их сознании сдвинется.
00606|Россия будет последовательно добиваться выполнения всех этих договоренностей.|Россия будет последовательно добиваться выполнения всех этих договоренностей.
00607|Знаешь, Оля!|Знаешь, Оля!
00608|В экономическом плане дела у страны идут очень хорошо.|В экономическом плане дела у страны идут очень хорошо.
00609|Разве послы босиком ходят?|Разве послы босиком ходят?
00610|И еще десяток мальчишек рванулись с тылу и с фланга.|И еще десяток мальчишек рванулись с тылу и с фланга.
00611|Мы очень признательны всем присутствующим, представляющим правительства и гражданское общество.|Мы очень признательны всем присутствующим, представляющим правительства и гражданское общество.
00612|Вторая ситуация - это Йемен.|Вторая ситуация - это Йемен.
00613|И неожиданно он пронзительно свистнул.|И неожиданно он пронзительно свистнул.
00614|И он тогда поступил крайне неосторожно.|И он тогда поступил крайне неосторожно.
00615|Я хочу поехать в Тюмень.|Я хочу поехать в Тюмень.
00616|"Это работал Мишка Квакин и его помощник, под названием ""Фигура""."|"Это работал Мишка Квакин и его помощник, под названием ""Фигура""."
00617|Маша, наконец, может открыто говорить о том, что ей пришлось пережить.|Маша, наконец, может открыто говорить о том, что ей пришлось пережить.
00618|Кадка у меня во дворе стояла|Кадка у меня во дворе стояла
00619|Мои воспоминания об этом уже давно стёрлись.|Мои воспоминания об этом уже давно стёрлись.
00620|Мы понимаем, что возвращение людей из Ливии в Сахель лишь усугубляет эту проблему.|Мы понимаем, что возвращение людей из Ливии в Сахель лишь усугубляет эту проблему.
00621|В целом, посредничество лежит в основе деятельности Организации Объединенных Наций.|В целом, посредничество лежит в основе деятельности Организации Объединенных Наций.
00622|Необходимо, чтобы гуманитарные учреждения имели доступ к пограничным районам.|Необходимо, чтобы гуманитарные учреждения имели доступ к пограничным районам.
00623|Транспарентность - это средство достижения цели, а не самоцель.|Транспарентность - это средство достижения цели, а не самоцель.
00624|Речь идёт о самом важном.|Речь идёт о самом важном.
00625|Мы уже говорили с рядом делегаций в индивидуальном порядке и в рамках региональных групп.|Мы уже говорили с рядом делегаций в индивидуальном порядке и в рамках региональных групп.
00626|Докладчик постоянно издевается над своими коллегами.|Докладчик постоянно издевается над своими коллегами.
00627|Ничего не странно.|Ничего не странно.
00628|Мы ведем диалог с демократическими исламскими партиями.|Мы ведем диалог с демократическими исламскими партиями.
00629|В особенности же прельстило ее то, как ползала эта девочка.|В особенности же прельстило ее то, как ползала эта девочка.
00630|Ступай готовить Машу в дорогу.|Ступай готовить Машу в дорогу.
00631|Именно этого требует наша приверженность делу мира и безопасности.|Именно этого требует наша приверженность делу мира и безопасности.
00632|Я убежден, что вопрос о неинфекционных заболеваниях в настоящее время находится в центре внимания.|Я убежден, что вопрос о неинфекционных заболеваниях в настоящее время находится в центре внимания.
00633|Сидим в вагончике.|Сидим в вагончике.
00634|Разве можно, чувствуя что-нибудь, жить, как он живет со мной?|Разве можно, чувствуя что-нибудь, жить, как он живет со мной?
00635|Британцы воспримут переговоры как капитуляцию.|Британцы воспримут переговоры как капитуляцию.
00636|Он никогда ни о ком не говорил дурно.|Он никогда ни о ком не говорил дурно.
00637|В этой связи, господин Председатель, Вы можете рассчитывать на сотрудничество и поддержку нашей делегации.|В этой связи, господин Председатель, Вы можете рассчитывать на сотрудничество и поддержку нашей делегации.
00638|Он насвистывал старинный марш.|Он насвистывал старинный марш.
00639|У нас есть эта дорожная карта.|У нас есть эта дорожная карта.
00640|Какова была ежегодно применяемая в этом отношении традиционная практика?|Какова была ежегодно применяемая в этом отношении традиционная практика?
00641|Мы уверены, что под Вашим мудрым и умелым руководством наши дискуссии увенчаются успехом.|Мы уверены, что под Вашим мудрым и умелым руководством наши дискуссии увенчаются успехом.
00642|Серьезную глобальную проблему представляет рост населения.|Серьезную глобальную проблему представляет рост населения.
00643|Добавим к этому, что незачем шельмовать такие достойные процессы.|Добавим к этому, что незачем шельмовать такие достойные процессы.
00644|Складывается впечатление, что некоторые слышат об этих важных понятиях впервые.|Складывается впечатление, что некоторые слышат об этих важных понятиях впервые.
00645|Я хотел бы поблагодарить находящихся здесь представителей гражданского общества за их работу.|Я хотел бы поблагодарить находящихся здесь представителей гражданского общества за их работу.
00646|А сейчас слово имеет уважаемый посол Соединенных Штатов Америки.|А сейчас слово имеет уважаемый посол Соединенных Штатов Америки.
00647|Он начинал злиться, и лицо его приняло какой-то медный и грубый цвет.|Он начинал злиться, и лицо его приняло какой-то медный и грубый цвет.
00648|Но Левину неприятны были эти слова Дарьи Александровны.|Но Левину неприятны были эти слова Дарьи Александровны.
00649|Я также призываю те государства, которые еще не признали Государство Палестина, сделать это.|Я также призываю те государства, которые еще не признали Государство Палестина, сделать это.
00650|Чтобы быть эффективным, глобальное управление должно быть естественным продолжением национального, регионального и субрегионального управления.|Чтобы быть эффективным, глобальное управление должно быть естественным продолжением национального, регионального и субрегионального управления.
00651|Однако представленный проект резолюции почему-то не отражает эту согласованную позицию.|Однако представленный проект резолюции почему-то не отражает эту согласованную позицию.
00652|Все находится на неработающем оборудовании|Все находится на неработающем оборудовании
00653|Мы благодарны за проявление солидарности в признании тяжелого наследия этого мрачного периода нашей истории.|Мы благодарны за проявление солидарности в признании тяжелого наследия этого мрачного периода нашей истории.
00654|Мы так и поступим.|Мы так и поступим.
00655|Благодарю представителя Мьянмы, который очень скоро станет послом, за его заявление.|Благодарю представителя Мьянмы, который очень скоро станет послом, за его заявление.
00656|Это был серьезный удар для ряда стран, в особенности для развивающихся стран.|Это был серьезный удар для ряда стран, в особенности для развивающихся стран.
00657|В этом отношении высказываются и идеи, причем некоторые − в виде конкретных предложений.|В этом отношении высказываются и идеи, причем некоторые − в виде конкретных предложений.
00658|Я стал смотреть на их игру.|Я стал смотреть на их игру.
00659|Кооперативы приносят огромную пользу не только их членам, но и их общинам и обществам.|Кооперативы приносят огромную пользу не только их членам, но и их общинам и обществам.
00660|Мы уже хорошо осведомлены о том, что нам следует делать.|Мы уже хорошо осведомлены о том, что нам следует делать.
00661|Они продолжают создавать экономическую мощь, позволяя общинам успешно конкурировать на глобальном рынке.|Они продолжают создавать экономическую мощь, позволяя общинам успешно конкурировать на глобальном рынке.
00662|Однако, отмечая эти скромные достижения, мы признаем и все еще стоящие перед нами проблемы.|Однако, отмечая эти скромные достижения, мы признаем и все еще стоящие перед нами проблемы.
00663|"Теперь же ""холодная война"" закончилась."|"Теперь же ""холодная война"" закончилась."
00664|И разрешение этой проблемы уже давно назрело.|И разрешение этой проблемы уже давно назрело.
00665|Недавно Генеральная Ассамблея также поддержала эти усилия, выделив средства для замены информационного оборудования.|Недавно Генеральная Ассамблея также поддержала эти усилия, выделив средства для замены информационного оборудования.
00666|Инженер сидел, как будто нахохлившись, и прислушивался с неловким нетерпением.|Инженер сидел, как будто нахохлившись, и прислушивался с неловким нетерпением.
00667|Насилие никогда не принесет мира на Ближний Восток.|Насилие никогда не принесет мира на Ближний Восток.
00668|Мы очень надеемся на это.|Мы очень надеемся на это.
00669|Председатель не планирует проводить какие-либо параллельные обсуждения.|Председатель не планирует проводить какие-либо параллельные обсуждения.
00670|Мы должны оправдать эти ожидания.|Мы должны оправдать эти ожидания.
00671|Сегодня мы вновь отмечали Международный день солидарности с палестинским народом.|Сегодня мы вновь отмечали Международный день солидарности с палестинским народом.
00672|Учитывая нестабильность ситуации, неудивительно, что беспокойство и эмоции достигают высокого уровня.|Учитывая нестабильность ситуации, неудивительно, что беспокойство и эмоции достигают высокого уровня.
00673|Саддамовский Ирак возглавлял Конференцию по разоружению.|Саддамовский Ирак возглавлял Конференцию по разоружению.
00674|Я в восемь лет не имел ни одного дела.|Я в восемь лет не имел ни одного дела.
00675|Это одно, чего я требую от своих любезных братцев.|Это одно, чего я требую от своих любезных братцев.
00676|Зимбабве готова внести свой скромный вклад в это дело.|Зимбабве готова внести свой скромный вклад в это дело.
00677|В докладе предпринята попытка обозначить существование пробелов или недостатков в рамках глобального экономического развития.|В докладе предпринята попытка обозначить существование пробелов или недостатков в рамках глобального экономического развития.
00678|"Опубликованное в прошлую пятницу ""четверкой"" заявление как раз и является основой для их проведения."|"Опубликованное в прошлую пятницу ""четверкой"" заявление как раз и является основой для их проведения."
00679|Я думаю, что всем нам надо быть умными.|Я думаю, что всем нам надо быть умными.
00680|Правительства не могут выполнять стоящую задачу в одиночку.|Правительства не могут выполнять стоящую задачу в одиночку.
00681|Четвертые хотят договора о предотвращении гонки вооружений в космическом пространстве.|Четвертые хотят договора о предотвращении гонки вооружений в космическом пространстве.
00682|Мы обязаны сделать это во имя торжества принципов равенства, справедливости и гуманности.|Мы обязаны сделать это во имя торжества принципов равенства, справедливости и гуманности.
00683|Данный прогресс был отнюдь не случайным.|Данный прогресс был отнюдь не случайным.
00684|Мы считаем, что самый эффективный путь к сокращению масштабов нищеты - это устойчивый экономический рост.|Мы считаем, что самый эффективный путь к сокращению масштабов нищеты - это устойчивый экономический рост.
00685|Но ее нельзя отодвигать на задний план.|Но ее нельзя отодвигать на задний план.
00686|Сомнительные игры или жонглирование словами никуда нас не приведут.|Сомнительные игры или жонглирование словами никуда нас не приведут.
00687|Кити еще была ребенок, когда Левин вышел из университета.|Кити еще была ребенок, когда Левин вышел из университета.
00688|Какой же он хороший!|Какой же он хороший!
00689|В этих все более сложных условиях как никогда важна роль стратегического руководства.|В этих все более сложных условиях как никогда важна роль стратегического руководства.
00690|В ходе своей работы Совет также продемонстрировал способность реагировать на вопросы, вызывающие обеспокоенность стран.|В ходе своей работы Совет также продемонстрировал способность реагировать на вопросы, вызывающие обеспокоенность стран.
00691|Господин Председатель, расписание мероприятий, который вы нам предлагаете, носит вполне уместный характер.|Господин Председатель, расписание мероприятий, который вы нам предлагаете, носит вполне уместный характер.
00692|Приступаем к поочередному принятию решений по одному проекту резолюции и двум проектам решений.|Приступаем к поочередному принятию решений по одному проекту резолюции и двум проектам решений.
00693|И я считаю лицемерием предлагать что-либо иное.|И я считаю лицемерием предлагать что-либо иное.
00694|Чили также рассматривает это и в ракурсе человеческой безопасности.|Чили также рассматривает это и в ракурсе человеческой безопасности.
00695|Большое спасибо, господин Генеральный секретарь.|Большое спасибо, господин Генеральный секретарь.
00696|Представитель, выступающий по порядку ведения заседания, не может говорить по существу обсуждаемого вопроса.|Представитель, выступающий по порядку ведения заседания, не может говорить по существу обсуждаемого вопроса.
00697|Нам надлежит единогласно и решительно принимать соответствующие ответные меры.|Нам надлежит единогласно и решительно принимать соответствующие ответные меры.
00698|Молодость и природа ускорили мое выздоровление.|Молодость и природа ускорили мое выздоровление.
00699|Мы благодарим Организацию Объединенных Наций за доверие, оказанное нашим военнослужащим - мужчинам и женщинам.|Мы благодарим Организацию Объединенных Наций за доверие, оказанное нашим военнослужащим - мужчинам и женщинам.
00700|Некоторые во всем винят принцип консенсуса.|Некоторые во всем винят принцип консенсуса.
00701|Левин уже устал от напряжения мысли.|Левин уже устал от напряжения мысли.
00702|Я забыл, куда я пошел!|Я забыл, куда я пошел!
00703|Я лежал ничком, теперь я с большим трудом поднимаюсь на колени.|Я лежал ничком, теперь я с большим трудом поднимаюсь на колени.
00704|Что, вы не курите?|Что, вы не курите?
00705|Тунис искренне верит в универсальные ценности солидарности, справедливости и международного сотрудничества.|Тунис искренне верит в универсальные ценности солидарности, справедливости и международного сотрудничества.
00706|Эффективно распределять пользовательские процессы на имеющихся физических ресурсах кластера|Эффективно распределять пользовательские процессы на имеющихся физических ресурсах кластера
00707|Разве это труд, чтобы добыть концессию и перепродать?|Разве это труд, чтобы добыть концессию и перепродать?
00708|А теперь слово имеет уважаемый Чрезвычайный и Полномочный Посол Мексики.|А теперь слово имеет уважаемый Чрезвычайный и Полномочный Посол Мексики.
00709|Слово имеет Аргентина.|Слово имеет Аргентина.
00710|Обязательство это коллективное, и нам надо принимать меры к его выполнению.|Обязательство это коллективное, и нам надо принимать меры к его выполнению.
00711|Пермь - красивый город|Пермь - красивый город
00712|причина|причина
00713|происходит|происходит
00714|Однако было бы неверно полагать, что все это время было потрачено зря.|Однако было бы неверно полагать, что все это время было потрачено зря.
00715|Палестинский вопрос вызывает разочарование арабской нации.|Палестинский вопрос вызывает разочарование арабской нации.
00716|Грозный - лучший город|Грозный - лучший город
00717|Кот-д'Ивуар постепенно выходит из этого кризиса.|Кот-д'Ивуар постепенно выходит из этого кризиса.
00718|Как известно членам Совета, только на прошлой неделе происходил диалог.|Как известно членам Совета, только на прошлой неделе происходил диалог.
00719|В кабинете Алмазов простоял с минуту на одном месте, глядя куда-то в угол.|В кабинете Алмазов простоял с минуту на одном месте, глядя куда-то в угол.
00720|Я возьму бумагу и перо и буду писать.|Я возьму бумагу и перо и буду писать.
00721|Однако наша приверженность свободной торговле не заканчивается на этом.|Однако наша приверженность свободной торговле не заканчивается на этом.
00722|"Вдруг он обратился к матушке: ""Авдотья Васильевна, а сколько лет Петруше?"""|"Вдруг он обратился к матушке: ""Авдотья Васильевна, а сколько лет Петруше?"""
00723|В приключениях в Геленджике были и неприятные моменты.|В приключениях в Геленджике были и неприятные моменты.
00724|"В этом контексте ядерная ""пятерка"" активно взаимодействует в целях выполнения своих обязательств."|"В этом контексте ядерная ""пятерка"" активно взаимодействует в целях выполнения своих обязательств."
00725|Для этого настоятельно необходимо устранить его главную причину - израильскую оккупацию арабских территорий.|Для этого настоятельно необходимо устранить его главную причину - израильскую оккупацию арабских территорий.
00726|Авторы этого проекта резолюции перечислены в документе.|Авторы этого проекта резолюции перечислены в документе.
00727|Мы последовательно занимаем позицию, согласно которой такие переговоры должны проводиться в Конференции по разоружению.|Мы последовательно занимаем позицию, согласно которой такие переговоры должны проводиться в Конференции по разоружению.
00728|Это требует понимания единства человечества и осознания глубокой общности интересов членов международного сообщества.|Это требует понимания единства человечества и осознания глубокой общности интересов членов международного сообщества.
00729|Вопросы, решения которым нам надо найти, становятся все более сложными.|Вопросы, решения которым нам надо найти, становятся все более сложными.
00730|Мы готовимся предпринять следующие шаги в области обеспечения контроля и разоружения.|Мы готовимся предпринять следующие шаги в области обеспечения контроля и разоружения.
00731|У Великобритании есть военно-воздушная база на Кипре.|У Великобритании есть военно-воздушная база на Кипре.
00732|Заключения не должны иметь безапелляционный характер.|Заключения не должны иметь безапелляционный характер.
00733|Исходя из основополагающих принципов Организации Объединенных Наций, мы должны поддержать их.|Исходя из основополагающих принципов Организации Объединенных Наций, мы должны поддержать их.
00734|Вероятность же приобретения и применения террористами и негосударственными субъектами ядерного оружия значительно ниже.|Вероятность же приобретения и применения террористами и негосударственными субъектами ядерного оружия значительно ниже.
00735|Но Лиза на вкус Анны была гораздо привлекательнее.|Но Лиза на вкус Анны была гораздо привлекательнее.
00736|Третий факт - обогащение урана.|Третий факт - обогащение урана.
00737|Албанская экономика не оторвана от глобальной экономики.|Албанская экономика не оторвана от глобальной экономики.
00738|Мир не должен и не может вернуться к протекционизму.|Мир не должен и не может вернуться к протекционизму.
00739|Переговоры по новому инструменту требуют новых идей и новых подходов.|Переговоры по новому инструменту требуют новых идей и новых подходов.
00740|Благодарю посла Российской Федерации за его заявление.|Благодарю посла Российской Федерации за его заявление.
00741|Нельзя больше откладывать возобновление работы Конференции.|Нельзя больше откладывать возобновление работы Конференции.
00742|Турция хочет как можно скорее увидеть прогресс на Конференции по разоружению.|Турция хочет как можно скорее увидеть прогресс на Конференции по разоружению.
00743|Давайте сосредоточим внимание на сути возражения вместо того, чтобы его избегать.|Давайте сосредоточим внимание на сути возражения вместо того, чтобы его избегать.
00744|Я настоятельно призываю их сделать это как можно скорее.|Я настоятельно призываю их сделать это как можно скорее.
00745|– Полно, полно тебе чепуху молоть!|– Полно, полно тебе чепуху молоть!
00746|Во-первых, нам следует добиваться прогресса во всех аспектах работы Конференции.|Во-первых, нам следует добиваться прогресса во всех аспектах работы Конференции.
00747|Одни страны стали жертвами стихийных бедствий, другие переживают финансовый, политический и социальный кризис.|Одни страны стали жертвами стихийных бедствий, другие переживают финансовый, политический и социальный кризис.
00748|Черногория выражает свою приверженность дальнейшему развитию взаимопонимания и укреплению всех форм сотрудничества в будущем.|Черногория выражает свою приверженность дальнейшему развитию взаимопонимания и укреплению всех форм сотрудничества в будущем.
00749|Я не знаю, верно ли мое понимание.|Я не знаю, верно ли мое понимание.
00750|Продолжающаяся стагнация мировой экономики негативно сказывается на финансовом положении государств-членов.|Продолжающаяся стагнация мировой экономики негативно сказывается на финансовом положении государств-членов.
00751|На самом деле, как нам всем известно, речь идет об очень простом линейном уравнении.|На самом деле, как нам всем известно, речь идет об очень простом линейном уравнении.
00752|Это, несомненно, способствует повышению согласованности международного сотрудничества.|Это, несомненно, способствует повышению согласованности международного сотрудничества.
